"","Market_Volume_2022_mean","Market_Volume_2022_median","Market_Volume_2022_sd","Market_Volume_2023_mean","Market_Volume_2023_median","Market_Volume_2023_sd","Market_Value_USD_2022_mean","Market_Value_USD_2022_median","Market_Value_USD_2022_sd","Market_Value_USD_2023_mean","Market_Value_USD_2023_median","Market_Value_USD_2023_sd"
"1",21.3914930472785,1.32,133.054932179324,20.2415113230036,1.31,115.412780100566,195.325069527215,21.86,679.109121749494,192.162052443385,23,656.411214078696
