"","Volume_Change_mean","Volume_Change_median","Volume_Change_sd","Value_Change_mean","Value_Change_median","Value_Change_sd"
"1",-1.14998172427493,0,88.4690346029279,-3.16301708382996,-0.03,361.877068205756
