BusinessDivision,CountryGroup,PlanningEntity,StrategicCrop,Crop,ProductLine,Commonname,LocalProductName,Market_Volume_2022,Market_Volume_2023,Market_Value_USD_2022,Market_Value_USD_2023
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Herbicides,fluazifop-P,LUBAFLUA 15 EC -  [L],2.51,2.53,30.39,30.7
CP Core,Central America & Caribbean,Belize,Vegetables,Dry Beans (L3),Herbicides,fomesafen,FLEX 25 SL (A11928B) SL [L],5.88,3.19,91.31,50.97
CP Core,Central America & Caribbean,Belize,Vegetables,Dry Beans (L3),Herbicides,fluazifop-P,FUSILADE 12.5 EC (A12791A) EC [L],11.37,6.97,117.24,87.99
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Herbicides,glyphosate,GLIFOSATO ALEMAN 36.5 SL -  [L],1.37,1.39,4.16,4.21
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Insecticides,cyfluthrin+imidacloprid,MURALLA 100 EC -  [L],2.56,2.58,40.99,41.41
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Insecticides,bifenthrin,TALSTAR 10 EC -  [L],0.57,0.58,20.82,21.04
CP Core,Central America & Caribbean,Belize,Vegetables,Dry Beans (L3),Insecticides,lambda-cyhalothrin+thiamethoxam,ENGEO 247 SC (A13623F) ZC [L],3.91,3.09,186.5,155.22
CP Core,Central America & Caribbean,Belize,Vegetables,Dry Beans (L3),Insecticides,lambda-cyhalothrin,KARATE ZEON 5 CS (A12688B) CS [L],0.32,0.24,5.2,4.65
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,dimethomorph+mancozeb,ACROBAT MZ 69 WP -  [L],0.28,0.27,6,5.97
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,cymoxanil+mancozeb,CURZATE 72 WP -  [KG],0.14,0.14,1.53,1.53
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,mancozeb+MEFENOXAM,RIDOMIL GOLD 68 WP 2nd. BRAND (A9407E) WP [L],0.9,1.12,17.97,22.62
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,iprodione,ROVRAL 50 WP -  [KG],0.07,0.07,1.71,1.73
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,iprovalicarb+propineb,POSITRON DUO 69 WP -  [KG],0.33,0.33,4.73,4.71
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Fungicides,propineb,ANTRACOL 70 WP -  [KG],1.18,1.19,5.88,5.94
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Fungicides,mancozeb,DITHANE 80 WP -  [KG],0.41,0.41,1.53,1.52
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,mancozeb,MANZATE 80 WP -  [KG],0.41,0.41,1.75,1.75
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,copper hydroxide,CHAMPION 77 WP -  [L],0.3,0.3,0.87,0.88
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Fungicides,difenoconazole,DIFECOR 25 EC -  [L],0.04,0.04,0.95,0.96
CP Core,Central America & Caribbean,Belize,Vegetables,Soybeans (L2),Fungicides,difenoconazole,DIFECOR 250 EC -  [KG],0.06,0.06,1.34,1.35
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,mancozeb,MANCOZEB 80 WP -  [KG],0.39,0.39,1.63,1.62
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,mancozeb,VONDOZEB 80 WP -  [KG],0.55,0.55,1.8,1.79
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Fungicides,chlorothalonil,BRAVO 720 (A12531B) SC [L],0.69,0.39,9.31,13.04
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Herbicides,paraquat,PARAQUAT ALEMAN 20 SL -  [L],0.09,0.09,0.18,0.18
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,spinosad,SPINTOR 120 EC -  [L],0.02,0.02,1.88,1.87
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,lambda-cyhalothrin,KARATE ZEON 5 CS (A12688B) CS [L],0.16,0.12,2.53,2.26
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,abamectin,NEWMECTIN 1.8 EC -  [L],0.01,0.01,0.27,0.27
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,fipronil,REGENT 200 SC -  [L],0.01,0.01,1.01,1
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,imidacloprid,CONFIDOR 70 WG -  [L],0.02,0.02,3.24,3.22
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,imidacloprid,PLURAL 20 SL -  [L],0.02,0.02,1.29,1.29
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,parathion,FOLIDOL 48 EC -  [KG],0.08,0.08,0.35,0.35
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,acetamiprid,RESCATE 20 SP -  [L],0.02,0.02,2,1.99
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,cypermethrin,CYPER 25 EC -  [L],0.03,0.03,0.15,0.15
CP Core,Central America & Caribbean,Belize,Vegetables,Tomatoes (L3),Insecticides,thiocyclam,EVISECT 50 SP -  [KG],0.03,0.03,0.69,0.69
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Fungicides,isoprothiolane,FUJI-ONE 400 EC -  [L],2.55,2.78,17.84,19.47
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Fungicides,mancozeb,MANCOZEB 80 WP -  [KG],11.53,12.58,57.63,62.89
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Fungicides,propiconazole,TILT 250 EC (A6097AH) EC [L],1.52,1.25,73.65,61.39
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Herbicides,2 4-D,2 4-D Amine 4 -  [L],3.21,3.5,9.62,10.5
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],23.61,25.77,118.06,128.87
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Herbicides,propanil,Propanil 480 EC -  [L],8.43,9.2,26.12,28.51
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Insecticides,imidacloprid,Imidacloprid 350 SC -  [L],1.25,1.37,64.31,70.19
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Insecticides,lambda-cyhalothrin,Karatox 5 EC -  [L],13.44,14.67,67.61,73.8
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Insecticides,thiamethoxam,ACTARA 25 WG (A9584C) WG [KG],1.54,0.31,269.89,72.72
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Insecticides,benomyl,PRONTO 50 WP -  [KG],6.47,7.06,332.42,362.86
CP Core,Central America & Caribbean,Caribbean Islands,Rice,Rice (L2),Insecticides,profenofos,SELECRON 500 EC (A5775M) EC [L],5.72,5.02,226.02,151.43
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Bananas (L3),Fungicides,mancozeb,DITHANE 60 SC -  [L],7.18,7.84,31.6,34.49
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Bananas (L3),Fungicides,propiconazole,Propizole 250 EC -  [L],0.12,0.13,2.12,2.32
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Bananas (L3),Fungicides,azoxystrobin,BANKIT (A12705A) SC [L],0.96,0.6,57.95,37.83
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Bananas (L3),Herbicides,paraquat,PARAQUAT ALEMAN 20 SL -  [L],0.48,0.26,1.23,0.68
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Bananas (L3),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],0.28,0.31,1.4,1.53
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Bananas (L3),Insecticides,oxamyl,VYDATE 240 SL -  [L],1.86,2.03,31.69,34.59
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Fungicides,propineb,ANTRACOL 70 WP -  [KG],32.8,35.8,327.97,357.96
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Fungicides,mancozeb,dithane -  [KG],98.58,107.59,591.46,645.53
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Fungicides,mancozeb,MANZATE -  [KG],52.56,57.36,367.89,401.53
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Herbicides,paraquat,HERBIQUAT -  [L],75.32,41.48,286.21,157.61
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Insecticides,imidacloprid,ADMIRE -  [KG],0.66,0.72,118.3,129.12
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Insecticides,imidacloprid,CONFIDOR 70 WG -  [KG],1.01,1.1,227.49,248.31
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Insecticides,abamectin,CURE -  [KG],4.94,5.39,395.02,431.19
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Plantations Others Remaining (L3),Insecticides,lambda-cyhalothrin,KARATRAX -  [KG],29.17,31.83,233.33,254.67
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Potatoes (L2),Fungicides,mancozeb+MEFENOXAM,RIDOMIL GOLD 68 WP (A9407E) WP [KG],5.19,3.53,120.47,90.12
CP Core,Central America & Caribbean,Caribbean Islands,Specialty,Other High Value SpC (L3),Herbicides,diquat,REGLONE (A1412A) SL [L],5.33,3.37,71.21,27.76
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,glyphosate,ROUNDUP 35 6 SL -  [L],5.85,6.39,35.13,38.34
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,diuron,DIURON 80 WP -  [KG],29.6,32.31,182.34,199.04
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],3.51,3.83,17.56,19.17
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,isoxaflutole,MERLIN 75 WG -  [KG],2.06,2.24,468.83,511.75
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,2 4-D,2 4-D 72 SL -  [L],31.62,34.52,120.16,131.16
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,2 4-D,2 4-D Agrostar 72 SL -  [L],1.37,1.5,4.26,4.65
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,2 4-D,2 4-D Amine -  [L],15.08,16.46,42.23,46.1
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,Ametryn,AMETRINA 500 SC -  [L],8.8,9.6,41.35,45.14
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,asulam,Asulox -  [KG],5.08,5.55,102.19,111.55
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,terbutryn,TERBUTRINA 50 SC -  [L],40.82,44.56,212.27,231.7
CP Core,Central America & Caribbean,Caribbean Islands,Sugarcane,Sugarcane (L2),Herbicides,glyphosate,TOUCHDOWN IQ (A13013M) SL [L],70.33,84.82,723.73,730.29
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Brassicas Oleracea (L3),Insecticides,lufenuron,MATCH 50 EC (A7814A) EC [L],0.14,0.24,10.68,16.59
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Alliums (L3),Insecticides,lufenuron,MATCH 50 EC (A7814A) EC [L],0.39,0.66,29.67,46.09
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Fungicides,mancozeb,dithane -  [KG],3.21,3.51,19.28,21.04
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Herbicides,paraquat,GAIQUAT -  [L],0.43,0.47,1.85,2.02
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Herbicides,paraquat,HERBIQUAT -  [L],0.21,0.23,0.82,0.89
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Insecticides,acetamiprid,AVAL -  [KG],0.15,0.16,13.17,14.37
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Insecticides,imidacloprid,ADMIRE -  [KG],0.01,0.01,2.01,2.2
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Insecticides,imidacloprid,CONFIDOR 70 WG -  [KG],0.02,0.02,4.83,5.28
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Insecticides,lambda-cyhalothrin,KARATRAX -  [KG],0.21,0.23,1.65,1.8
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Dry Beans (L3),Insecticides,abamectin,CURE -  [KG],0.04,0.05,3.44,3.76
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,mandipropamid,REVUS 250 SC (A12946B) SC [L],1.85,0.12,108.74,6.87
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,boscalid+pyraclostrobin,BELLIS -  [KG],0.12,0.14,13.67,14.92
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,propineb,ANTRACOL 70 WP -  [KG],7.8,8.51,78.01,85.14
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,mancozeb,dithane -  [KG],13.65,14.9,81.92,89.4
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,mancozeb,MANZATE -  [KG],1.84,2,12.85,14.02
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,chlorothalonil,brave-O -  [KG],0.21,0.23,1.93,2.1
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,copper hydroxide,Cobac -  [KG],0.09,0.1,0.92,1
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,mancozeb,SANCOCEB -  [KG],5.2,5.68,31.21,34.06
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,carbendazim,Carbendazim -  [KG],0.61,0.67,6.73,7.35
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,carbendazim,Karbendazim -  [KG],0.61,0.66,6.73,7.35
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Fungicides,etridiazole,BANROT -  [KG],1.99,2.17,19.89,21.7
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Herbicides,glyphosate,ROUNDUP 35 6 SL -  [L],1.31,1.43,7.84,8.55
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],1.96,2.14,9.79,10.69
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Herbicides,paraquat,GAIQUAT -  [L],0.48,0.27,2.07,1.14
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Herbicides,paraquat,PARAQUAT 20 SL -  [L],0.23,0.12,0.98,0.54
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Herbicides,metribuzin,SENCOR -  [KG],0.33,0.36,11.43,12.47
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,indoxacarb,AVAUNT 30 WG -  [KG],0.14,0.15,24.47,26.71
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,abamectin,Abamectin -  [L],0.04,0.04,1.73,1.89
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,abamectin,CURE -  [KG],0.35,0.38,27.76,30.3
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,benomyl,PRONTO 50 WP -  [KG],0.03,0.03,1.54,1.68
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,imidacloprid,CONFIDOR 70 WG -  [KG],0.05,0.05,10.99,12
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,spiromesifen,OBERON -  [L],0.1,0.11,15.47,16.88
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,imidacloprid,cloprid -  [KG],0.06,0.07,3.84,4.19
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,abamectin,NEWMECTIN -  [L],0.12,0.14,11.24,12.27
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,acetamiprid,AVAL -  [KG],0.33,0.37,30.1,32.86
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,acetamiprid,CAPRID -  [KG],0.36,0.4,27.22,29.71
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,alpha-cypermethrin,bestak -  [KG],0.06,0.07,0.38,0.42
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,imidacloprid,ADMARE -  [KG],0.03,0.03,1.54,1.68
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,lambda-cyhalothrin,FLASH -  [KG],0.33,0.36,4,4.36
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,lambda-cyhalothrin,Karatex -  [L],0.15,0.17,1.08,1.17
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Solanaceae Others (L3),Insecticides,lambda-cyhalothrin,KARATRAX -  [KG],0.59,0.64,4.71,5.15
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Fungicides,mancozeb+MEFENOXAM,RIDOMIL GOLD 68 WP (A9407E) WP [KG],5.19,3.53,120.47,90.12
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Fungicides,difenoconazole,SCORE 250 EC (A7402G) EC [L],0.39,0.14,19.87,10.46
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Fungicides,azoxystrobin,AMISTAR 50 WG (A12704A) WG [KG],1.88,0.88,326.74,100.35
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Fungicides,chlorothalonil,BRAVO 720 SC (A12531C) SC [L],21.31,3.22,212.21,46.18
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Fungicides,thiabendazole,MERTECT 20 SL (A10345A) SL [L],3.6,0.48,133.48,16.83
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Herbicides,fluazifop-P,FUSILADE 12.5 EC (A12791A) EC [L],13.09,6.69,338.55,196.82
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Herbicides,S-metolachlor,DUAL GOLD 960 EC (A9396C) EC [L],2.63,0.57,85.59,13.48
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Insecticides,diafenthiuron,PEGASUS 500 SC (A7630E) SC [L],3.04,1.77,172.63,102.53
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Insecticides,lambda-cyhalothrin,KARATE ZEON 5 CS (A12688B) CS [L],13.68,5.34,273.48,122.27
CP Core,Central America & Caribbean,Caribbean Islands,Vegetables,Tomatoes (L3),Insecticides,abamectin,VERTIMEC 018 EC 2nd. BRAND (A8612A) EC [L],1.93,0.63,203.33,84.57
CP Core,Central America & Caribbean,Costa Rica,Corn,Corn (L2),Herbicides,atrazine,GESAPRIM 90 WG (A5852E) WG [KG],0.5,0.26,4.55,2.34
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,prochloraz,MIRAGE 45 EC -  [L],14.57,11.75,187,150.77
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,propiconazole,BUMPER 25 EC -  [L],43.43,35.02,458.11,369.36
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,tebuconazole,ORIUS 25 EW -  [L],6.18,4.98,74.52,60.08
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,triadimenol,CAPORAL 25 DC -  [L],3.37,2.72,72.66,58.58
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,copper oxide+mancozeb,COBRETHANE 61 1 WP -  [KG],26.84,21.64,159.27,128.41
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,tricyclazole,BIM 75 WP -  [KG],1.21,0.98,42.56,34.31
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,carbendazim,CRIZEB 50 SC -  [L],3.78,3.05,21.27,17.15
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,carbendazim,CROTONOX 50 SC -  [L],6.75,5.44,27.17,21.91
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,carbendazim,HELMISTIN 50 SC -  [L],4.83,3.9,21.85,17.61
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,carbendazim,LUXAZIM 50 SC -  [L],8.28,6.68,52.99,42.73
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,carbendazim,RODAZIM 50 SC -  [L],0.94,0.76,5.69,4.59
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,copper oxychloride,OXICOB 50 WP -  [KG],24.83,20.02,131.43,105.97
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,prochloraz,STONE 45 EC -  [L],11.74,9.47,177.48,143.09
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,propiconazole,HELM PROPICONAZOLE 25 EC -  [L],9.66,7.79,82.12,66.21
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,propiconazole,PROTUR 25 EC -  [L],1.86,1.5,14.72,11.87
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,tebuconazole+triadimenol,TEBUTRIAZELL 30 EC -  [L],2.82,2.27,55.71,44.92
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,carbendazim,LIBULAC 50 SC -  [L],19.3,15.56,119.04,95.98
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,mancozeb,FLONEX MZ 40 SC -  [L],20.1,16.21,54.83,44.21
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,epoxiconazole+kresoxim-methyl,JUWEL 250 SC -  [L],8.48,6.83,165.6,133.51
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,tebuconazole+triadimenol,SILVACUR COMBI 30 EC -  [L],2.49,2.01,76.15,61.4
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],7.72,6.23,330.19,266.22
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Fungicides,azoxystrobin,AMISTAR 50 WG (A12704A) WG [KG],0.9,2.51,91.45,325.61
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,RANCHERO 24 SL -  [L],11.92,9.61,45.7,36.85
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,ROUNDUP 35 6 SL -  [L],83.19,67.07,381.89,307.91
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,DURANGO 48 SL -  [L],2.03,1.64,8.42,6.79
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,AGENTE 36 SL -  [L],10.96,8.83,24.85,20.04
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,ARRASADOR 75 7 SG -  [KG],9.86,7.95,45.11,36.37
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,BIOQUIM GLIFOSATO35.6 SL -  [L],26.61,21.45,78.89,63.61
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,BRONCO 35 6 SL -  [L],2.49,2.01,6.59,5.32
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,FEDECOOP GLIFOSATO 35 6 SL -  [L],10.68,8.61,28.83,23.25
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,GLIFOMAX 35 6 SL -  [L],5.77,4.65,13.1,10.56
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,GLIFOSATO ORIGINAL 35 6 SL -  [L],32.75,26.41,78.63,63.4
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,NOSWEAT 35.6 SL -  [L],32.83,26.47,105.35,84.94
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,RAYDON 35.6 SL -  [L],16.37,13.2,49.09,39.58
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,RODEO 35 6 SL -  [L],4.67,3.76,12.6,10.16
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,glyphosate,ROOT OUT 35 6 SL -  [L],12.54,10.11,42.68,34.41
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,paraquat,PARAZENTH 20 SL -  [L],8.77,7.32,22.49,18.78
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,fluroxypyr,TOMAHAWK 20 EC -  [L],0.54,0.44,5.51,4.44
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,propaquizafop,AGIL 10 EC -  [L],5.7,4.6,66.21,53.39
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,bentazone,BASAGRAN 48 SL -  [L],38.48,31.02,361.29,291.3
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,imazapic+imazapyr,KIFIX 70 WG -  [KG],1.08,0.87,268.6,216.57
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,pendimethalin,PROWL 45 5 SC -  [L],41.03,33.08,207.34,167.17
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,profoxydim,AURA 20 EC -  [L],4.64,3.74,121.74,98.15
CP Core,Central America & Caribbean,Costa Rica,Rice,Rice (L2),Herbicides,quinclorac,FACET 25 SC -  [L],10.12,8.16,200.19,161.41
