BusinessDivision,CountryGroup,PlanningEntity,StrategicCrop,Crop,ProductLine,Commonname,LocalProductName,Market_Volume_2022,Market_Volume_2023,Market_Value_USD_2022,Market_Value_USD_2023
CP Core,Central America & Caribbean,Nicaragua,Corn,Corn (L2),Insecticides,lufenuron+profenofos,CURYOM 2nd. BRAND (A9441A) EC [L],0.25,0.5,7.79,13.9
CP Core,Central America & Caribbean,Nicaragua,Corn,Corn (L2),Seed Treatment,carbosulfan,MARSHAL 25 DS -  [KG],12.93,13.06,138.55,139.9
CP Core,Central America & Caribbean,Nicaragua,Corn,Corn (L2),Seed Treatment,carboxin+thiram,Vitavax 400 40 WP -  [KG],0.6,0.61,10.25,10.35
CP Core,Central America & Caribbean,Nicaragua,Corn,Corn (L2),Seed Treatment,missing,Escudo 80 WP -  [KG],0.46,0.47,24.13,24.36
CP Core,Central America & Caribbean,Nicaragua,Corn,Corn (L2),Seed Treatment,benomyl,BLINDAJE 60 FS -  [L],1.1,1.11,77.24,77.99
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,carbendazim+tebuconazole,Tacora Mas -  [KG],14.77,14.91,147.66,149.11
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,carbendazim+epoxiconazole,DUETT 250 SC -  [L],1.7,1.72,38.76,39.14
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,propiconazole+trifloxystrobin,Stratego 250 EC -  [L],1.87,1.88,45.9,46.35
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,propineb,ANTRACOL 70 WP -  [KG],1.39,1.4,11.68,11.8
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,mancozeb,MANZATE 80 WP -  [KG],3.51,3.54,13.02,13.14
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+cyproconazole,Others Generic -  [KG],1.1,1.11,30.73,31.03
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,carbendazim,Carbandazim 50 SC -  [L],2,2.02,8.35,8.43
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,carbendazim,Carbandazim FormuNICARAGUAARAGUA 50 SC -  [L],2,2.02,7.5,7.57
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,carbendazim,HELMISTIN 50 SC -  [L],1.47,1.49,8.29,8.37
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,carbendazim+epoxiconazole,Soprano C -  [KG],0.56,0.56,10.39,10.49
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,mancozeb,MANCOZEB 80 WP -  [KG],4.62,4.67,12.6,12.72
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,mancozeb,Ramazate -  [KG],3.6,3.63,14.65,14.79
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+difenoconazole,TIAGO GOLD 32.5 SC -  [L],0.78,0.79,31.43,31.74
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+tebuconazole,IMPERIO 32.5 SC -  [L],1.26,1.27,36.5,36.86
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,epoxiconazole+kresoxim-methyl,JUWEL 250 SC -  [L],2.75,2.77,76.75,77.51
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO 75 WG -  [KG],0.5,0.5,27.02,27.28
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+difenoconazole,VERTIGO 32.5 SC -  [L],0.5,0.5,19.92,20.11
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,cyproconazole,MANCUERNA 28 SC -  [L],0.45,0.45,10.94,11.05
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+cyproconazole,MIXTO XTRA 28 SC -  [L],0.47,0.48,10.61,10.71
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+tebuconazole,CUSTODIA 32 SC -  [L],2.61,2.64,71.32,72.03
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+cyproconazole,AGROSTAR XTRA 28 SC -  [L],0.96,0.97,20.69,20.89
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Fungicides,azoxystrobin+cyproconazole,AMISTAR XTRA (A12910C) SC [L],1.15,1.97,58.65,78.29
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,glyphosate,ROUND UP MAX 68 SG -  [KG],14.3,14.44,52.5,53.01
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,glyphosate,ROUNDUP 35 6 SL -  [L],13.87,14,50.9,51.39
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,glyphosate,Alfasato -  [L],46.18,46.63,115.9,117.03
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],30.21,30.51,93.65,94.57
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,glyphosate,TOUCHDOWN PRO - SAS (Glyphosate) (A12798QA) SL [L],56.65,26.32,393.65,125.3
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,bentazone,Basagran 46 -  [KG],8.47,8.55,102.33,103.33
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,bentazone,BASAGRAN 480 SL -  [L],18.64,18.82,232.03,234.29
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,pendimethalin,PROWL 45 5 SC -  [L],1.82,1.84,12.06,12.17
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,pendimethalin,PROWL 50 EC -  [L],7.66,7.74,64,64.62
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,profoxydim,Aura -  [KG],1.14,1.15,48.33,48.8
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,quinclorac,Facet 250 SC -  [L],2,2.02,63.58,64.2
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,bispyribac,NOMINEE 40 SC -  [L],0.55,0.56,148.02,149.46
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,fenoxaprop,FURORE 12 EC -  [L],1.7,1.71,42.46,42.87
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,fenoxaprop,Star Rice -  [KG],4.32,4.36,151.08,152.55
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,clomazone+propanil,ArroMax -  [KG],8.03,8.11,100.37,101.35
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,cyhalofop-butyl,CLINCHER 18 EC -  [L],5.36,5.41,153.32,154.82
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,metsulfuron,ALLY 60 WG -  [KG],0.03,0.03,11.73,11.85
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,triclopyr,GARLON 48 EC -  [L],1.65,1.67,22.55,22.77
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,clomazone,Comand 36 -  [KG],12.85,12.98,197.68,199.6
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,clomazone,Comand 48 -  [KG],16.43,16.59,359.62,363.06
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,2 4-D,24D Generic -  [L],4.33,4.37,12.87,12.99
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,2 4-D,Agroamina 72SL -  [L],2.33,2.35,7.44,7.51
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,bispyribac,Bispiribac Sodio 40 WP -  [KG],2.02,2.04,181.56,183.33
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,butachlor,Butacrlor -  [KG],0.86,0.87,5.04,5.09
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,clomazone,Kalif 48 EC -  [L],3.09,3.12,41.77,42.18
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,cyhalofop-butyl,Cihalofop -  [KG],8.93,9.01,223.14,225.32
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,fenoxaprop,Fenoxaprop Generico -  [KG],9.34,9.43,74.74,75.47
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,metsulfuron,Metsulfuron Generic -  [KG],0.03,0.03,3.86,3.89
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,pendimethalin,Pendimethalin 50 EC -  [L],3.26,3.3,18.9,19.09
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,propanil,Propanil -  [KG],5.5,5.55,35.74,36.09
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,quinclorac,Quinclorac -  [KG],5.71,5.77,123.79,124.99
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,triclopyr,Triclopir Generic -  [KG],2.86,2.88,36.36,36.71
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Herbicides,pretilachlor,RIFIT 50 EC (A5565D) EC [L],6,8.96,80.02,86.82
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,beta-cyfluthrin+thiacloprid,MONARCA 11 25 EC -  [L],0.72,0.73,20.75,20.95
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,imidacloprid,Imidacloprid 80 WP -  [KG],1.07,1.08,55.62,56.16
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,imidacloprid,Rotaprid -  [KG],0.31,0.32,45.76,46.21
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,imidacloprid,Ultraprid 70 WG -  [KG],0.34,0.35,34.79,35.13
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,thiamethoxam,ACTARA 25 WG (A9584C) WG [KG],0.05,0.04,7.13,6.19
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,lambda-cyhalothrin+thiamethoxam,CONQUEST 247 SC (A13623F) ZC [L],0.66,0.42,34.12,21.77
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,deltamethrin+imidacloprid,MURALLA DELTA 19 OD -  [L],1.76,1.77,68.52,69.2
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,deltamethrin+triazophos,RIENDA 21.2 EC -  [L],10.6,10.71,121.92,123.12
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,fenoxaprop,Star Rice -  [KG],0.6,0.61,21.17,21.38
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,imidacloprid,CONFIDOR 70 WG -  [KG],0.47,0.48,101.4,102.4
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,cypermethrin,CIPERMETRINA 25 EC -  [L],3.79,3.82,25.36,25.61
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,cypermethrin,Cipermetrina 25 EC Others -  [L],2.42,2.44,16.91,17.07
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,fenoxaprop,Fenoxaprop Generico -  [KG],1.12,1.13,8.95,9.04
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,triazophos,Triazofos 20 EC -  [L],36.7,37.06,156,157.53
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,profenofos,CURACRON 500 EC (A5775J) EC [L],5,5.61,79.86,74.73
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,chlorantraniliprole+thiamethoxam,VOLIAM FLEXI (A15452B) SC [L],1.42,2.1,143.36,200.18
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Insecticides,lambda-cyhalothrin+thiamethoxam,CONQUEST 247 SC (A13623F) ZC [L],1.08,0.93,56.27,48.05
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Seed Treatment,sedaxane,VIBRANCE 50 FS (A16148C) FS [L],0.05,0.51,9.36,70.56
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Seed Treatment,imidacloprid+tebuconazole,Yunta 24.6 FS -  [L],0.53,0.53,34.5,34.84
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Seed Treatment,carbendazim,Carbendazim -  [KG],0.08,0.09,0.39,0.39
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Seed Treatment,carboxin+thiram,Vitavax 400 40 WP -  [KG],0.09,0.09,1.55,1.56
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Seed Treatment,missing,Oxicloruro de Cobre -  [KG],0.37,0.37,2.4,2.43
CP Core,Central America & Caribbean,Nicaragua,Rice,Rice (L2),Seed Treatment,difenoconazole+fludioxonil+thiamethoxam,CRUISER PLUS (A9997B) FS [L],3.52,1.99,249.51,115.04
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,mancozeb,MANCOZEB 80 WP -  [KG],104.32,105.39,284.24,287.14
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,azoxystrobin,AMISTAR 50WG (A12704A) WG [KG],0.01,0.01,1.26,1.79
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,carbendazim+epoxiconazole,DUETT 250 SC -  [L],1.71,1.73,39.08,39.46
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,tebuconazole,Coloso 300 EC -  [L],0.63,0.64,26.94,27.2
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,tebuconazole+trifloxystrobin,NATIVO -  [KG],2.18,2.21,109.14,110.21
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,triadimefon,Noble Triadimefon 25 WP -  [KG],0.79,0.8,11.27,11.39
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,triadimenol,CAPORAL 25 DC -  [L],1.76,1.78,39.34,39.72
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,carbendazim,Carbandazim 50 SC -  [L],54.08,54.64,225.22,227.54
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,copper sulfate,Mastercop 25 SC -  [L],17.6,17.78,308.01,311.14
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,copper sulfate,Phyton 24 SC -  [L],0.13,0.13,4.02,4.06
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,epoxiconazole,REEMPLAZO EPOXICONAZOL -  [L],2.8,2.82,71.52,72.23
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,epoxiconazole+pyraclostrobin,REEMPLAZO EPOXICONAZOL + PIRACLOSTROBIN -  [L],3.82,3.86,145.97,147.4
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,hexaconazole,Hexil 5 EC -  [L],15.79,15.95,139.61,140.99
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,missing,Topacio -  [KG],7.2,7.27,100.4,101.39
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,tebuconazole+triadimenol,REEMPLAZO TEBUCONAZOL + TRIADIMENOL -  [L],3.39,3.42,82.03,82.84
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,azoxystrobin+cyproconazole,AGROSTAR XTRA 28 SC -  [L],1.45,1.46,31.27,31.58
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,flutriafol,ASPEN 50 SC -  [L],0.63,0.62,30.01,29.56
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Fungicides,azoxystrobin+cyproconazole,AMISTAR XTRA (A12910C) SC [L],6.07,10.42,310.51,414.48
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,paraquat,PARAQUAT 20 SL -  [L],97.87,98.8,362.11,365.57
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,glyphosate,ROUND UP MAX 68 SG -  [KG],3.48,3.51,12.77,12.9
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,glyphosate,ROUNDUP 35 6 SL -  [L],3.71,3.75,13.62,13.75
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],91.06,91.94,282.27,285.02
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,diquat,REGLONE 20 SL (A1412A) SL [L],5.92,0.27,52.76,2.73
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,indaziflam,ALION 50 SC -  [L],0.07,0.07,21.22,21.43
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,oxyfluorfen,Galigan 240 EC -  [L],16.2,16.36,190.55,192.4
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Herbicides,terbuthylazine,Tylanex 50 SC -  [L],19.8,19.99,112.86,113.96
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Insecticides,cypermethrin,Cypermethrin 250 EC -  [L],31.74,32.05,170.21,171.88
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Insecticides,diazinon,DIAZOL 600 EC -  [L],0.36,0.36,2.67,2.7
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Insecticides,endosulfan,ENDOSULFAN 350 EC -  [L],39.4,39.79,220.65,222.82
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Insecticides,terbufos,COUNTER 10 GR -  [KG],228.09,230.29,371.79,375.38
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Insecticides,oxamyl,VYDATE 240 SL -  [L],38.55,38.92,486.86,491.57
CP Core,Central America & Caribbean,Nicaragua,Specialty,Plantations Coffee (L2),Insecticides,terbufos,TERBUFOS 10 GR -  [KG],192.85,194.71,381.84,385.52
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Fungicides,epoxiconazole,OPUS 12 5 SC -  [L],1.34,1.36,25.7,25.95
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Fungicides,fenpropimorph,VOLLEY 88 OL -  [L],2.79,2.82,121.85,123.05
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Fungicides,chlorothalonil,KNIGHT 72 SC -  [L],2.48,2.5,18.57,18.76
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Fungicides,mancozeb,BANAZEB 60 SC -  [L],66.49,67.17,249.26,251.82
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Fungicides,thiabendazole,MERTECT 500 SC (A10466C) SC [L],0.17,1.3,9.09,64.04
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Herbicides,glyphosate,INQUIGRASS 35 6 SL -  [L],8.24,8.32,23.74,23.97
CP Core,Central America & Caribbean,Nicaragua,Specialty,Bananas (L3),Herbicides,diquat,REGLONE 20 SL (A1412A) SL [L],0.86,0.04,7.67,0.4
CP Core,Central America & Caribbean,Nicaragua,Specialty,Potatoes (L2),Fungicides,mancozeb+MEFENOXAM,RIDOMIL GOLD MZ 68 WP (A9407E) WP [KG],2.61,5.93,50.22,100.42
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,carbendazim+tebuconazole,Tacora Mas 37.5 -  [KG],13.25,13.38,161.29,162.87
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,carbendazim+epoxiconazole,DUETT 250 SC -  [L],6.49,6.55,147.93,149.38
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,dimethomorph+mancozeb,ACROBAT MZ 69 WP -  [KG],1.86,1.87,35.32,35.67
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,epoxiconazole,Opus 12.5 SC -  [L],0.17,0.17,2.23,2.25
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,fenamidone+fosetyl,Verita 71.1 WG -  [KG],1.28,1.29,33,33.33
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,flutolanil,Moncut -  [KG],1.57,1.58,43.84,44.27
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,fosetyl,Aliette 80 WP -  [KG],0.45,0.45,7.39,7.46
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,iprovalicarb+propineb,POSITRON DUO 69 WP -  [KG],1.92,1.94,30.01,30.3
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,propamocarb,PREVICUR 700 SL -  [L],0.64,0.65,9.94,10.04
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,propineb,ANTRACOL 70 WP -  [KG],0.94,0.95,7.94,8.02
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,prothioconazole+tebuconazole,Provost -  [L],3.76,3.79,116.49,117.63
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,pyrimethanil,SIGANEX 60 SC -  [L],0.77,0.77,12.45,12.57
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,spiroxamine,IMPULSE 80 EC -  [L],0.39,0.39,9.1,9.19
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,tebuconazole+triadimenol,SILVACUR COMBI 30 EC -  [L],0.71,0.71,17.1,17.26
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,mancozeb,DITHANE 80 WP -  [KG],0.32,0.33,0.94,0.94
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,picoxystrobin,ACAPELA 25 SC -  [L],1.18,1.2,83.36,84.18
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,chlorothalonil,KNIGHT 72 SC -  [L],7.7,7.77,57.65,58.22
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,benomyl,Benomyl 50 WP -  [KG],0.32,0.33,2.53,2.56
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,carbendazim,Carbandazim 50 SC -  [L],3.93,3.96,16.35,16.51
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,chlorothalonil,Chlorothalonil 72 EC -  [L],51.23,51.73,253.04,255.53
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,copper,Mega Cobro 51 SC -  [L],0.27,0.27,4.58,4.62
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,copper sulfate,Phyton 24 SC -  [L],0.26,0.26,8.26,8.34
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,mancozeb,BANAZEB 60 SC -  [L],9.37,9.46,35.11,35.46
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,mancozeb,MANCOZEB 80 WP -  [KG],1.38,1.39,3.76,3.8
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,tebuconazole,Orius 25 EC -  [L],4.7,4.75,86.19,87.04
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,tebuconazole,Tebuconazole 25 EC -  [L],2.33,2.35,37.85,38.23
CP Core,Central America & Caribbean,Nicaragua,Specialty,Tobacco (L3),Fungicides,mandipropamid,REVUS 25 SC (A12946B) SC [L],2.29,4.31,94.98,198.95
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,azoxystrobin,AMISTAR 50WG (A12704A) WG [KG],0.02,0.04,4.33,6.16
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,mancozeb,VONDOZEB 62 SC -  [L],3.68,3.71,17.89,18.07
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,epoxiconazole+pyraclostrobin,OPERA 183 SC -  [L],11.31,11.42,432.13,436.32
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Fungicides,azoxystrobin+SOLATENOL,ELATUS (A18126B) WG [L],1.6,5.63,98.7,364.51
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,paraquat,Paraquat Aleman -  [KG],0.82,0.83,2.82,2.85
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,paraquat,PARAQUAT ALEMAN 20 SL -  [L],0.21,0.21,0.72,0.72
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,glyphosate,Round Up 35.6 SL -  [L],0.77,0.77,2.84,2.87
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,glyphosate,ROUNDUP 35 6 SL -  [L],6.27,6.33,23.02,23.25
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,glyphosate,Alfasato -  [L],130.72,131.99,328.1,331.3
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,glyphosate,GLIFOSATO 35.6 SL -  [L],4.4,4.45,13.65,13.78
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,missing,Alfalex -  [L],46.75,47.2,371.65,375.27
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,missing,Yerbalade 15 EC -  [L],1.46,1.47,14.68,14.82
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,missing,Yerbalex 25 SL -  [L],1.1,1.11,7.65,7.72
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,oxyfluorfen,GOAL 2 240 EC -  [L],0.05,0.05,0.15,0.15
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,diquat,REGLONE 20 SL (A1412A) SL [L],1.48,0.07,13.19,0.68
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,clethodim,Select 24 EC -  [L],0.03,0.03,0.81,0.82
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,haloxyfop,GALANT 12 EC -  [L],0.08,0.08,0.6,0.6
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,pendimethalin,Pendimethalin 50 EC -  [L],0.13,0.13,0.73,0.74
CP Core,Central America & Caribbean,Nicaragua,Specialty,Peanuts (L3),Herbicides,2 4-D,2 4-D 60 SL -  [L],2.21,2.23,6.53,6.59
